8.160539E+1	1.280162E-3
8.159141E+1	1.278917E-3
8.157396E+1	1.276659E-3
8.155538E+1	1.273979E-3
8.153677E+1	1.267671E-3
8.152076E+1	1.261290E-3
8.150802E+1	1.255301E-3
8.149137E+1	1.248204E-3
8.147389E+1	1.237553E-3
8.146179E+1	1.219118E-3
8.145156E+1	1.201033E-3
8.143668E+1	1.179364E-3
8.142752E+1	1.156846E-3
8.141647E+1	1.136016E-3
8.140379E+1	1.117468E-3
8.139013E+1	1.100622E-3
8.137411E+1	1.084276E-3
8.137159E+1	1.066424E-3
8.136050E+1	1.051096E-3
8.135067E+1	1.053276E-3
8.133532E+1	1.049183E-3
8.131951E+1	1.040420E-3
8.131008E+1	1.029574E-3
8.130652E+1	1.015651E-3
8.129430E+1	1.001028E-3
8.129037E+1	9.859517E-4
8.127413E+1	9.727285E-4
8.126895E+1	9.615247E-4
8.126040E+1	9.526451E-4
8.125565E+1	9.442067E-4
8.124857E+1	9.345743E-4
8.123521E+1	9.277648E-4
8.122616E+1	9.203680E-4
8.121025E+1	9.127328E-4
8.119805E+1	9.056202E-4
8.118723E+1	8.977621E-4
8.117350E+1	8.900272E-4
8.115869E+1	8.819535E-4
8.114302E+1	8.742684E-4
8.113201E+1	8.660144E-4
8.111150E+1	8.578243E-4
8.109215E+1	8.500740E-4
8.107792E+1	8.422288E-4
8.106598E+1	8.344290E-4
8.105132E+1	8.266148E-4
8.104709E+1	8.186603E-4
8.103985E+1	8.110771E-4
8.103233E+1	8.021656E-4
8.101908E+1	7.928134E-4
8.100764E+1	7.837444E-4
8.098947E+1	7.750056E-4
8.098726E+1	7.669522E-4
8.097413E+1	7.594780E-4
8.096867E+1	7.517790E-4
8.096330E+1	7.448796E-4
8.095557E+1	7.376361E-4
8.095109E+1	7.307219E-4
8.095170E+1	7.240556E-4
8.094789E+1	7.170744E-4
8.094182E+1	7.104862E-4
8.093949E+1	7.038486E-4
8.094081E+1	6.977101E-4
8.092964E+1	6.911224E-4
8.091896E+1	6.851301E-4
8.090717E+1	6.785644E-4
8.090097E+1	6.729265E-4
8.088694E+1	6.667426E-4
8.088252E+1	6.609959E-4
8.086441E+1	6.552291E-4
8.084841E+1	6.495436E-4
8.084973E+1	6.438526E-4
8.086834E+1	6.383883E-4
8.090670E+1	6.329618E-4
8.099705E+1	6.276706E-4
8.109959E+1	6.224082E-4
8.119869E+1	6.174989E-4
8.131564E+1	6.120400E-4
8.139863E+1	6.073884E-4
8.152694E+1	6.019070E-4
8.171055E+1	5.971060E-4
8.192770E+1	5.924732E-4
8.227361E+1	5.875225E-4
8.270789E+1	5.827562E-4
8.316806E+1	5.783051E-4
8.366051E+1	5.736517E-4
8.415919E+1	5.691368E-4
8.465816E+1	5.646021E-4
8.516531E+1	5.602419E-4
8.566089E+1	5.560292E-4
8.616015E+1	5.518022E-4
8.665193E+1	5.476939E-4
8.714318E+1	5.432951E-4
8.762732E+1	5.393509E-4
8.810833E+1	5.354787E-4
8.857877E+1	5.314058E-4
8.904005E+1	5.273982E-4
8.950420E+1	5.236834E-4
8.998434E+1	5.197109E-4
9.046038E+1	5.159309E-4
9.093040E+1	5.120172E-4
9.139062E+1	5.082458E-4
9.184067E+1	5.046582E-4
9.228213E+1	5.010193E-4
9.270639E+1	4.973283E-4
9.312340E+1	4.938420E-4
9.353915E+1	4.906201E-4
9.394190E+1	4.871989E-4
9.432961E+1	4.836226E-4
9.471357E+1	4.807420E-4
9.508548E+1	4.772467E-4
9.544635E+1	4.740572E-4
9.580214E+1	4.708011E-4
9.614866E+1	4.679221E-4
9.649189E+1	4.646413E-4
9.682232E+1	4.617720E-4
9.714530E+1	4.585015E-4
9.746774E+1	4.556543E-4
9.777893E+1	4.530305E-4
9.808180E+1	4.501589E-4
9.838299E+1	4.472905E-4
9.867724E+1	4.445192E-4
9.896458E+1	4.417174E-4
9.925196E+1	4.393958E-4
9.953095E+1	4.365384E-4
9.980279E+1	4.341665E-4
1.000713E+2	4.318328E-4
1.003331E+2	4.289078E-4
1.005910E+2	4.266064E-4
1.008528E+2	4.241342E-4
1.011024E+2	4.216292E-4
1.013518E+2	4.192042E-4
1.015977E+2	4.167028E-4
1.018336E+2	4.144491E-4
1.020739E+2	4.120354E-4
1.023072E+2	4.095741E-4
1.025378E+2	4.076074E-4
1.027589E+2	4.052485E-4
1.029856E+2	4.033093E-4
1.032116E+2	4.011631E-4
1.034252E+2	3.991258E-4
1.036425E+2	3.967827E-4
1.038568E+2	3.946001E-4
1.040720E+2	3.929037E-4
1.042811E+2	3.905475E-4
1.044847E+2	3.886636E-4
1.046936E+2	3.863927E-4
1.048924E+2	3.846626E-4
1.050942E+2	3.829598E-4
1.052927E+2	3.809522E-4
